Cool day snack,Popeye's Louisiana Kitchen,2020-06-08,2020-07-01,10
Perfect quarantine order,A&W All American Food,2020-01-20,2020-02-15,10
Great grab item,Mazatlan Mexican Restaurant,2020-04-05,2020-07-07,10
Romantic stay order,Sonic Drive In,2020-03-04,2020-05-21,12
White stay food,Spangles,2020-09-27,2020-10-17,10
White grab meal,Panera Bread,2020-03-02,2020-07-18,18
Romantic stay order,Toppers Pizza,2020-02-20,2020-10-17,18
Blue home food,South-A-Philly Steaks and Hoagies,2020-03-05,2020-09-08,10
White stay snack,Carl's Jr / Green Burrito,2020-06-08,2020-08-05,8
Super home snack,Hardees,2020-08-17,2020-10-05,15
Special day food,Royal Buffet,2020-01-02,2020-04-03,10
Crazy holiday food,Sonic Drive-in (trailer),2020-03-06,2020-09-30,5
Smart vacay food,Raising Cane's Chicken Fingers,2020-06-10,2020-10-19,8
Chill grab item,Kum & Go,2019-11-23,2020-07-28,10
Chill vacay snack,Arctic Circle,2020-08-16,2020-09-13,10
Special grab food,Great Steak,2020-03-27,2020-04-22,10
Great grab snack,Ernie's All American Burger,2019-11-10,2020-03-28,12
Special rest snack,Scoopers,2020-04-17,2020-08-02,2
Crazy home order,Pizza Factory,2020-09-20,2020-10-17,5
Chill vacay order,Long John Silver/ A&W,2020-04-02,2020-04-30,10
Chill holiday item,Subway Sandwiches,2019-12-11,2020-10-31,8
Cool stay snack,Mario's Natural Roman Pizza,2020-01-09,2020-06-30,12
Super quarantine order,Breadeaux Pizza,2020-05-27,2020-08-29,12
Cool home order,Fitness 19,2020-07-23,2020-07-31,10
Chill day item,Furr's,2020-02-15,2020-08-18,12
Great vacay snack,A&w Restaurant,2020-04-04,2020-09-24,18
White home food,Nick's Burgers,2020-07-26,2020-09-23,8
Romantic stay food,Thunder Ridge Ampride,2020-05-23,2020-07-24,15
White day food,Teddy's Bigger Burgers,2020-09-12,2020-10-13,8
Perfect rest item,Northeastern State University,2020-03-20,2020-06-15,12
Special grab item,Music City Subs,2020-02-06,2020-08-11,12
Smart holiday meal,Steak 'n Shake,2020-03-04,2020-07-17,10
Romantic rest order,White Castle,2019-11-11,2020-04-06,10
Hot holiday food,Thrashers French Fries,2020-01-11,2020-01-29,15
Smart vacay food,Popeye's Chicken,2020-03-16,2020-09-06,15
Super vacay meal,Quick,2019-11-22,2020-05-21,10
Hot day item,Waffle House,2020-03-05,2020-05-26,10
White vacay order,Jimmy John's,2020-05-11,2020-09-21,10
Crazy holiday meal,Steak 'N Shake,2020-07-08,2020-07-19,12
Hot grab food,Arby's,2020-02-06,2020-02-06,18
Good grab snack,P. Terry's,2020-02-22,2020-10-03,18
Super holiday snack,Waffle House,2019-12-27,2020-09-22,12
Cool quarantine meal,Sarku Japan,2019-11-08,2020-09-07,12
Crazy vacay item,Popeyes Chicken and Biscuits,2020-05-26,2020-09-30,15
Special day item,Hometown Buffet,2020-08-08,2020-09-20,8
Smart rest snack,Baskin-Robbins,2020-08-16,2020-10-11,10
Good stay snack,Jacks Grocery,2019-12-16,2020-01-19,15
Romantic stay item,Qdoba Mexican Grill,2020-05-01,2020-05-05,15
Smart holiday snack,Skyline Chili,2020-03-14,2020-08-22,5
Special vacay order,Mcdonald's,2020-02-18,2020-09-27,15
Cool quarantine food,Seaside Eatery,2020-03-04,2020-03-06,10
Cool grab item,BIG & little's Restaurant,2020-08-08,2020-10-03,5
Chill quarantine meal,Portillo's,2020-02-07,2020-07-10,5
Crazy rest snack,Fred's Store,2020-10-20,2020-10-30,12
Perfect quarantine order,McDonald's,2019-11-01,2019-12-16,10
Super grab order,Charcoal Delights,2019-12-16,2020-09-06,10
Amazing vacay meal,Little Caesar's Pizza Smithfield,2019-12-19,2020-04-28,12
Cool vacay food,A & W Family Restaurant,2019-11-01,2020-07-13,10
Amazing home item,In-A-Tub,2020-06-23,2020-10-11,5
Romantic quarantine snack,The People Connection,2020-08-17,2020-09-24,15
Super holiday item,Granny's Drive-In,2019-12-12,2020-06-03,18
Amazing vacay meal,Sheetz,2019-12-19,2020-04-14,15
White stay snack,Long John Silver/ A&W,2019-12-19,2020-05-04,18
Special vacay order,Red Robin Gourmet Burgers,2020-02-15,2020-05-21,10
Special holiday order,Tom's Drive In,2020-05-21,2020-07-13,12
Cool grab food,Sonic Drive In,2020-02-14,2020-04-08,15
Hot stay snack,Kum & Go,2019-11-30,2020-07-26,15
Special day food,Omelette House,2019-12-09,2019-12-30,18
Special grab meal,Hometown Buffet,2020-01-07,2020-07-06,10
Smart day order,Chick-fil-a Magnolia Mall,2020-01-06,2020-02-14,12
Chill day order,AJ's Hotdogs & Gyros,2019-11-11,2020-07-30,2
Amazing quarantine meal,Spangle's,2020-05-06,2020-10-04,2
Good rest meal,Great Steak,2020-02-07,2020-07-29,10
Cool grab meal,Stars Drive-In,2020-02-14,2020-05-28,18
Great rest snack,Kentucky Fried Chicken,2019-12-30,2020-06-15,15
Amazing quarantine item,Jason's Deli,2019-12-19,2020-09-13,2
Super grab item,Qdoba Mexican Eats,2019-12-16,2020-05-17,15
Cool grab food,Shot Tower Inn,2020-02-09,2020-07-27,10
Super day meal,Wendy's,2020-06-27,2020-09-27,10
Perfect grab item,Hungry Andy's,2020-05-14,2020-08-18,12
Good vacay meal,Subway Citgo of Quarryville,2020-04-02,2020-07-23,15
Crazy day item,Boston Chowda Company,2020-03-05,2020-06-01,15
Blue holiday order,SONIC Drive In,2020-02-29,2020-03-16,10
Hot vacay item,B. Good,2020-02-23,2020-04-23,15
Smart home item,Frisch's Big Boy,2019-11-13,2019-11-19,5
Blue stay snack,Greyhound,2019-11-30,2020-03-31,5
Blue stay food,Chipotle Mexican Grill,2020-03-23,2020-08-27,12
Amazing quarantine meal,Dq Grill & Chill,2019-12-15,2020-10-16,8
Great vacay food,Isabella's Pizzeria,2020-02-01,2020-04-07,2
Good holiday food,Mr Hero,2020-07-17,2020-09-23,10
Crazy vacay order,Subway Citgo of Quarryville,2020-05-21,2020-06-24,10
Special day meal,name,2019-11-30,2020-04-14,12
Special vacay snack,The Chicken Place,2020-10-13,2020-10-22,5
Good vacay meal,Burgerville,2019-12-26,2020-08-05,8
Blue stay order,Gold Star Chili,2020-02-13,2020-07-20,12
Crazy grab meal,Jollibee,2019-11-05,2020-06-02,10
Smart grab item,Aw Restaurant,2019-12-19,2020-10-20,12
Smart rest meal,Round Table Pizza,2020-10-16,2020-10-21,10
White vacay snack,Taco Bell/Pizza Hut Express,2020-03-21,2020-09-19,10
White home snack,LocoL,2020-01-09,2020-10-06,2
Hot rest snack,Kum Go,2020-03-14,2020-10-27,15
White rest meal,Blondies,2020-01-30,2020-02-07,15
Perfect quarantine snack,Geno's Fast Break,2020-04-29,2020-05-26,15
White stay meal,Quick,2020-07-21,2020-09-03,12
Crazy quarantine item,Integrated Therapy Specialists: Arnold D Larson,2020-03-04,2020-05-24,12
Great vacay food,Travelcenters of America,2020-07-08,2020-08-22,15
Great home order,Arbys,2020-09-26,2020-10-28,12
Good rest item,Rally's Hamburgers,2020-07-22,2020-09-04,15
Romantic vacay order,Braum's,2019-12-29,2020-04-07,2
Cool home item,Shepard's Drive-In,2020-02-18,2020-09-05,10
Chill rest item,Dominos Pizza,2020-03-08,2020-04-23,12
Crazy home order,Car's Late Night Delivery,2020-06-18,2020-07-21,12
Amazing rest item,Ziti's Italian Express,2019-12-15,2020-06-13,5
Great home item,Backyard Burgers,2019-11-26,2020-03-22,18
Romantic holiday snack,KFC - Kentucky Fried Chicken,2020-09-26,2020-10-24,15
Crazy vacay food,Geno's Fast Break,2020-06-10,2020-07-11,10
Good rest item,B Z Breakfast Burgers Beyond,2020-04-29,2020-05-11,8
White rest food,Charcoal Delights,2020-01-03,2020-03-11,5
Crazy grab meal,Chuck Wagon,2020-07-01,2020-08-28,2
Super quarantine food,Jollibee,2020-03-04,2020-05-06,10
Amazing quarantine meal,Cherry Hill Drive In Ice Cream,2020-02-09,2020-06-07,15
Great holiday food,Osgood's,2020-05-26,2020-06-01,15
Perfect stay snack,Flash Foods / McDonald's,2020-04-05,2020-07-21,18
Romantic day snack,Richie's Restaurant,2020-02-18,2020-10-30,10
Blue stay snack,Sammy Carry-Out,2020-06-28,2020-08-23,12
Amazing quarantine meal,Dairy Queen,2020-07-31,2020-08-17,5
Hot rest snack,Taco John's,2020-06-17,2020-08-28,15
Perfect home snack,Peking Wok,2020-01-25,2020-07-24,12
Blue grab order,Famous Dave's,2020-02-13,2020-06-23,2
Great home order,Church's Chicken,2020-02-14,2020-10-12,18
Special holiday meal,Taco Cabana,2019-12-31,2020-04-16,12
Amazing grab meal,Charcoal Delights,2020-01-06,2020-06-28,12
Special vacay item,Sammy Carry-Out,2020-04-24,2020-07-21,15
White day item,Hardee's / Red Burrito / Dough Boys,2020-05-31,2020-08-23,18
Chill home item,A&W All-American Foods,2020-05-11,2020-07-08,5
Hot vacay item,Hermosa,2019-12-26,2020-07-24,5
Special stay item,Crystal Restaurant,2020-05-18,2020-09-23,18
Chill stay food,Nick's Gyros,2020-06-08,2020-07-25,15
Crazy grab order,Pollo Campero,2019-12-03,2020-02-07,12
White grab snack,Rally's Hamburgers,2020-02-18,2020-06-24,2
Great home snack,Los Verdes,2020-04-02,2020-09-16,10
Perfect home snack,Taco Delight,2020-01-29,2020-06-02,15
Hot stay meal,Moe's Original Bar B Que,2020-07-13,2020-09-16,12
Special grab snack,Bob Evans Restaurant,2020-05-12,2020-09-17,2
Good day meal,SONIC Drive-In,2019-12-28,2020-05-19,15
Blue holiday snack,Northeastern State University,2020-01-16,2020-06-21,8
Blue rest snack,Taco Del Mar,2020-05-25,2020-05-29,10
Perfect vacay meal,Runza,2019-12-17,2020-07-16,10
Blue day food,In-N-Out Burger,2020-05-24,2020-08-10,15
Smart quarantine order,Froots,2020-02-27,2020-10-10,15
White day meal,Pizza Express,2019-12-25,2020-07-18,10
Chill day food,Charlie's Chicken,2020-01-24,2020-03-04,10
Perfect quarantine snack,ShopRite,2019-11-06,2020-07-23,5
Chill rest order,Ryan's,2019-12-15,2020-10-05,8
Good vacay meal,Woody's Sloppy Dogs,2020-06-05,2020-09-05,10
Cool rest order,Music City Subs,2019-11-10,2020-10-12,15
Amazing holiday meal,Raising Cane's,2020-06-28,2020-07-08,10
Blue grab food,Mcalister's Deli,2020-03-29,2020-04-29,10
Blue day meal,DQ Woodlands,2019-12-12,2020-02-27,18
White home order,Los Verdes,2020-04-23,2020-09-13,12
Blue quarantine snack,Buds Chicken & Seafood,2020-09-26,2020-10-06,10
Crazy home item,Gabby's Burgers & Fries,2020-02-14,2020-10-14,15
Special stay meal,Yellow Cab Pizza Co.,2020-04-05,2020-10-14,5
White home item,Fitness 19,2020-04-02,2020-10-05,10
Chill home order,Carl's Jr. / Green Burrito,2019-11-10,2020-03-25,10
Hot stay meal,Everest,2019-11-30,2020-08-24,8
Perfect quarantine order,Papa John's,2020-09-27,2020-10-10,12
Crazy quarantine item,Cinnabon,2019-11-07,2019-12-25,15
White vacay order,Papa Johns,2020-06-26,2020-08-18,10
Crazy stay meal,Cousins Subs of Green Bay - Oneida St. & Ramada Way,2020-01-04,2020-02-14,10
Chill holiday order,Hegenburgers,2020-02-08,2020-02-14,12
Smart holiday meal,Long John Silvers / A&W,2019-11-11,2020-03-09,12
Special holiday food,DQ Grill & Chill / Orange Julius,2019-11-19,2020-08-19,10
Perfect vacay snack,Kum & Go,2019-12-15,2019-12-27,8
Blue grab food,Old Country Buffet,2020-01-23,2020-08-05,2
Amazing vacay snack,Penn Station East Coast Subs,2020-06-11,2020-07-06,15
Crazy rest order,Mocha Express,2020-06-15,2020-08-17,12
Blue day snack,Dominos Pizza,2019-12-28,2020-01-20,2
Blue holiday order,Freddy's Steakburger,2020-03-29,2020-08-29,8
Amazing vacay meal,Home Town Buffet,2020-06-08,2020-07-27,8
Romantic vacay meal,Bojangles' Famous Chicken 'n Biscuits,2019-11-28,2020-09-04,18
Cool stay meal,Flip Burger Bar,2019-12-13,2020-08-28,18
Perfect quarantine food,Nick's Burgers,2019-12-26,2020-07-10,10
Chill quarantine order,Arby's,2020-03-26,2020-09-03,10
White vacay item,Don & Millie's,2020-05-06,2020-10-15,12
Amazing day food,Dan's Seafood & Chicken,2020-02-15,2020-07-11,5
Romantic home item,Portillo's,2020-06-13,2020-08-29,15
Smart holiday food,Blakes Lotaburger,2020-03-21,2020-06-30,18
Blue quarantine snack,Roly Poly,2019-11-05,2020-08-05,15
Hot grab order,Roly Poly,2020-05-10,2020-06-16,10
Smart vacay item,Smashburger,2020-05-10,2020-06-25,10
Amazing day food,Mcalister's Deli,2020-06-04,2020-06-18,15
Chill holiday food,Tasty Carryout,2020-05-15,2020-05-26,5
Amazing vacay item,Popeye's,2020-07-18,2020-10-11,10
Great stay item,Madison Street Subs,2019-12-15,2020-06-02,10
Amazing grab snack,KFC,2020-04-21,2020-09-25,2
Hot stay meal,Checker's Hamburgers,2020-03-16,2020-07-06,15
Perfect vacay meal,Taco Time,2019-12-03,2020-10-13,8
Special holiday snack,Loco Moco Drive-Inn,2020-02-14,2020-06-06,10
Amazing rest item,Mcdonalds,2020-04-28,2020-05-20,10
Smart stay snack,Taco Local,2019-11-11,2020-01-14,12
Great day meal,Great Steak & Potato Co,2020-06-07,2020-08-17,15
Good holiday order,Chick-fil-A,2020-04-08,2020-08-28,10
Cool quarantine item,Popeyes Chicken & Biscuits,2019-12-22,2020-01-09,10
Crazy grab item,Tom & Jerry's,2020-04-23,2020-10-06,15
Hot day meal,The Pita Pit,2019-11-08,2020-07-22,15
Perfect rest snack,31st Avenue Gyro,2020-06-08,2020-10-17,5
Crazy day item,Wendy Two Two Eight,2020-02-06,2020-06-30,10
Cool grab snack,Hub City Express,2020-04-14,2020-06-23,15
Perfect vacay snack,Raising Cane's Chicken Fingers,2020-05-29,2020-08-11,15
Special day order,Tudor's Biscuit World,2019-11-17,2020-07-11,12
Perfect quarantine item,Jack in the Box,2019-11-30,2020-06-13,12
Romantic holiday food,name,2020-01-12,2020-07-31,18
Perfect rest meal,Arbys,2020-06-10,2020-07-02,15
Cool quarantine order,Jack In The Box,2020-05-21,2020-09-26,18
Great stay snack,Aprisa Mexican Cuisine,2020-01-30,2020-02-11,10
Perfect grab item,Thunder Ridge Ampride,2020-06-08,2020-07-02,10
Amazing day food,Rally's,2019-12-16,2020-04-05,10
Super stay order,Tudor's Biscuit World,2019-11-18,2020-05-17,12
Blue quarantine item,Saladworks,2020-05-19,2020-06-06,10
Amazing holiday food,Sonic Drive-In,2019-11-05,2019-12-10,10
Super rest item,Tropical Smoothie Cafe,2019-11-12,2020-09-11,10
Hot quarantine order,Baja Fresh Mexican Grill,2020-03-04,2020-07-02,12
Hot quarantine snack,Hometown Buffet,2020-02-28,2020-07-25,2
Amazing rest item,7-Eleven,2019-12-15,2020-01-09,5
Chill holiday item,Arby's Antigo,2020-03-24,2020-03-31,8
White day food,Spangles,2020-01-25,2020-05-31,12
Perfect day item,Papa Johns,2019-11-29,2020-03-15,10
Special home order,Wienerschnitzel,2020-02-25,2020-10-12,10
Chill vacay item,Sunrise Cafe,2020-01-13,2020-05-17,2
Great quarantine food,BIG & little's Restaurant,2020-09-03,2020-09-16,8
Special day meal,Ll Hawaiian Barbecue,2020-01-14,2020-06-12,15
Smart rest food,Rocky's,2020-05-20,2020-06-16,5
Great home item,Subway - Bell's Ferry,2020-08-24,2020-09-23,2
Crazy grab snack,Lee's Famous Recipe Chicken,2019-12-27,2020-06-20,15
Romantic day order,P. Terry's,2020-10-01,2020-10-21,2
Chill home snack,Love's,2020-09-03,2020-09-05,10
Hot quarantine food,Hub City Express,2019-11-24,2020-03-20,10
Chill day snack,Papagus Gyros,2020-05-12,2020-10-12,15
Blue grab food,Luna Corner Pizza,2020-05-17,2020-09-16,15
White home order,Shoney's on the Go,2020-08-05,2020-09-22,10
Smart quarantine meal,Teddy's Bigger Burgers,2020-08-12,2020-09-26,12
Perfect vacay food,Siam To Go,2019-11-28,2020-09-17,8
Perfect quarantine food,Carl's Jr,2020-01-25,2020-06-24,8
Special rest meal,Chuck Wagon,2019-12-28,2020-02-04,12
Smart vacay snack,Frugal's,2020-04-29,2020-07-30,10
Special quarantine order,Subway (johnson) @ Jonesboro,2020-01-08,2020-06-30,8
Good vacay snack,Cafe Rio,2020-05-26,2020-09-26,15
Hot rest snack,Furr's,2019-12-05,2020-09-12,15
White quarantine snack,Roly Poly,2020-04-09,2020-06-12,18
Crazy grab item,Convergence Zone,2020-04-29,2020-10-05,15
Super day meal,Captain D's,2020-05-21,2020-09-21,18
Cool grab snack,Pop-A-Nugget,2020-02-29,2020-04-09,10
Blue grab item,Del Taco,2020-03-11,2020-08-05,15
White quarantine snack,DQ Grill & Chill,2020-06-07,2020-08-30,10
Romantic quarantine item,Tom & Jerry's,2019-12-13,2020-06-18,12
Perfect quarantine food,Simmies Arirang Hill Cheese Steak,2020-06-12,2020-06-24,8
Crazy day meal,Culver's,2019-12-10,2020-10-20,15
Good stay meal,Blake's LotaBurger,2020-07-30,2020-09-11,2
Cool stay item,Wingstreet,2020-05-06,2020-07-06,12
Great quarantine item,Everest,2019-11-30,2020-05-19,12
Blue quarantine order,7-11,2020-04-16,2020-07-11,12
Chill day snack,Freddy's Steakburger,2020-06-26,2020-09-10,18
Cool holiday food,Taco Time,2020-04-29,2020-10-23,8
Crazy rest item,Checker's Drive-in Restaurant,2020-06-12,2020-07-21,12
White home food,El Pollo Loco,2020-02-03,2020-02-09,10
Great vacay food,Carl's Jr - Green Burrito,2019-11-12,2020-06-26,12
Perfect day meal,Jolly's Drive-In,2019-11-26,2020-04-29,12
Hot rest order,Osgood's,2020-08-05,2020-08-20,10
Super grab snack,McLaren's Pantry,2020-07-10,2020-09-09,15
Great holiday meal,Bamboo Bistro,2019-12-12,2020-02-25,12
Amazing holiday meal,Round Table Pizza,2020-03-07,2020-07-20,15
Smart home food,Popeyes,2019-11-13,2019-12-17,5
Perfect day meal,Hometown Buffet,2019-11-05,2020-07-11,5
Chill home food,A&W All American Food,2019-11-16,2019-12-22,15
Good day meal,Hardees,2020-03-03,2020-06-18,5
Hot home food,Long John Silver's,2020-09-05,2020-10-06,2
Hot rest meal,Subway Citgo of Quarryville,2020-02-29,2020-09-29,18
Perfect vacay food,J J Fish and Chicken,2020-04-17,2020-07-23,15
White day snack,Fred's Store,2020-02-13,2020-07-19,10
Perfect day order,D'angelo Grilled Sandwiches,2020-04-09,2020-04-12,18
Great rest snack,Madison Street Subs,2020-04-23,2020-09-12,12
Amazing home meal,The Biscuit Factory,2019-11-30,2020-09-27,2
Good holiday snack,Checkers,2019-12-09,2019-12-26,15
Blue holiday food,St Louis Original Hamburgers,2020-05-29,2020-10-24,12
Good vacay food,L&L Hawaiian Barbecue,2020-07-22,2020-09-05,15
Good holiday meal,McDonalds @ Old Atlanta,2019-12-19,2020-05-04,12
Super home snack,Papagus Gyros,2020-05-21,2020-10-22,15
Chill grab order,The Break Away Sports Cafe,2020-02-24,2020-07-04,5
Good stay order,Hot Dog On A Stick,2019-11-11,2020-03-20,12
Perfect holiday snack,Farmer Boys,2020-06-23,2020-07-08,12
Crazy day order,Wienerschnitzel,2019-12-19,2020-06-08,12
Chill day item,Carl's Jr,2020-02-07,2020-05-27,12
Perfect holiday order,QDOBA Mexican Eats,2020-05-27,2020-10-03,10
Great quarantine food,Toppers Pizza,2019-12-22,2019-12-22,15
Blue day food,Hardee's / Red Burrito,2019-11-03,2020-02-04,10
Special grab order,Port Of Subs,2020-01-03,2020-05-27,10
White holiday food,Hot Dog Heaven,2020-08-08,2020-09-14,8
Good quarantine item,Panda,2019-11-13,2020-04-24,15
Chill holiday item,Geno's Fast Break,2019-11-19,2020-10-17,15
Hot quarantine food,Whataburger,2019-12-26,2020-09-28,12
Great stay order,Chicago Union Station Food Court,2020-02-06,2020-07-06,15
Romantic stay order,Tom's Drive In,2020-02-03,2020-06-01,15
White quarantine item,Taco Cabana,2020-02-18,2020-09-03,10
Perfect holiday order,King Grill,2020-01-17,2020-08-25,10
Hot stay item,OMG! Rotisserie,2019-12-26,2020-04-15,10
Cool stay item,Siam To Go,2020-08-02,2020-10-31,10
Hot grab item,Ball State Lafollette Dining,2020-04-27,2020-07-23,10
Great quarantine snack,King Grill,2019-11-09,2020-08-16,12
Perfect holiday order,Sheetz,2020-10-12,2020-10-20,15
Special day meal,J J Fish and Chicken,2019-11-30,2020-07-28,8
White vacay item,Back Yard Burgers,2020-07-27,2020-08-28,12
Good rest snack,Simmies Arirang Hill Cheese Steak,2020-04-01,2020-08-09,12
Cool vacay snack,Baskin-Robbins,2019-11-25,2020-08-17,10
Chill vacay meal,DQ Woodlands,2020-04-22,2020-10-10,10
White holiday food,Chick-Fil-A,2020-07-21,2020-07-21,8
Amazing rest food,Popeyes Louisiana Kitchen,2019-12-19,2020-01-19,2
Amazing holiday item,Jollibee,2020-06-15,2020-09-27,18
Smart vacay food,Bills Place,2019-12-27,2020-05-31,15
Special holiday food,Cook Out,2019-12-24,2020-10-17,10
Romantic grab item,Skyline Chili,2019-12-28,2020-07-19,15
Special stay item,Dino's Gyros,2020-01-02,2020-03-01,18
Great vacay food,Mcdonalds,2019-11-02,2020-05-01,15
Good vacay item,Ben & Jerry's,2019-12-18,2020-05-11,12
Smart grab food,Sonic,2020-04-18,2020-07-16,15
Great rest order,Goodcents Deli Fresh Subs,2019-12-29,2020-04-05,15
Cool home order,Pizza Express,2020-02-06,2020-08-27,2
White vacay food,McDonalds,2019-11-05,2020-04-21,5
Super holiday meal,Circle Drive In,2019-12-10,2020-01-24,18
White quarantine order,Chick-fil-a Truett's Luau,2020-06-25,2020-06-28,12
Great vacay snack,Great Steak And Potato Co,2019-12-16,2020-06-17,10
Hot holiday order,Smashburger,2019-12-29,2020-03-23,15
Blue holiday order,Jack In The Box,2019-12-05,2020-09-26,8
Amazing stay meal,Church's Chicken,2020-07-04,2020-10-05,12
White home snack,Bills Place,2019-12-03,2020-07-31,2
Cool home meal,Bojangles' Famous Chicken 'n Biscuits,2020-06-12,2020-07-21,15
Romantic grab snack,Pete's Burgers,2020-02-16,2020-10-18,15
Super stay snack,Papa John's,2020-03-25,2020-09-23,18
Hot home snack,Hot Dog Heaven,2020-04-28,2020-08-24,5
Cool quarantine item,Blakes Lotaburger,2020-02-18,2020-10-27,10
White grab meal,Slim Chickens,2020-04-16,2020-08-12,12
Special day item,JCW's,2020-04-24,2020-05-11,12
Hot vacay order,McDonald's,2019-11-14,2020-10-01,15
Special stay food,Don & Millie's,2020-01-07,2020-10-19,10
Good stay food,Subway Sandwiches,2019-11-01,2019-11-16,10
Chill quarantine meal,Costa Vida,2020-04-03,2020-09-28,12
Smart quarantine item,Raising Cane's Chicken Fingers,2020-03-29,2020-05-18,10
Blue stay item,Taco John's,2019-11-01,2020-04-25,5
Super grab item,Crispy Chicken & Seafood,2020-05-26,2020-10-07,10
Amazing rest food,The Agora,2020-08-29,2020-10-15,12
Cool quarantine item,Carl's Jr,2020-04-27,2020-06-08,12
Romantic rest meal,Backyard Burgers,2020-04-14,2020-07-24,15
Good stay item,Jamjam,2020-02-04,2020-07-27,10
White stay item,A&W/Long John Silvers,2020-04-08,2020-04-12,12
Smart home food,Popeye's Louisiana Kitchen,2020-03-31,2020-04-07,2
Great home snack,BGR - The Burger Joint,2020-03-08,2020-08-23,18
Hot stay order,Back Yard Burgers,2019-11-19,2020-10-13,5
Crazy vacay food,Papa John’s Pizza,2019-12-04,2020-01-23,5
Great rest meal,The Chicken Place,2020-02-21,2020-05-21,2
Hot home order,Dairy Queen Grill & Chill / Orange Julius,2020-03-07,2020-09-23,5
Blue grab order,Boston Market,2020-05-12,2020-06-24,10
Amazing day item,McDonald’s,2020-02-21,2020-05-21,5
Good rest food,Frugals,2019-12-15,2020-05-31,5
Cool quarantine meal,Burger Time,2020-05-06,2020-09-27,2
Great vacay food,Kim Lee Fast Food,2019-12-19,2020-01-25,12
Romantic grab item,Dawg House Grill,2019-11-01,2020-04-06,12
Crazy stay snack,Culver's,2019-12-15,2020-01-03,10
Special home meal,Hotdoks,2020-06-28,2020-10-01,15
Crazy vacay snack,AJ's Hotdogs & Gyros,2020-03-20,2020-10-19,10
White rest order,Kennedy Fried Chicken & Pizza,2020-03-09,2020-10-19,2
Good holiday order,Maria's Fry Bread & Mexican Food,2019-11-30,2020-06-08,10
Blue rest food,Fred's Store,2020-04-03,2020-05-11,2
Cool vacay snack,Jersey Mike's Subs,2020-09-17,2020-09-26,5
Hot quarantine meal,Thrasher's French Fries,2019-11-12,2020-05-29,5
Blue home order,Charleys Philly Steaks,2020-02-15,2020-04-08,10
Great vacay meal,Long John Silvers / A&W,2020-03-20,2020-05-20,5
Good day snack,Bb&t,2019-11-26,2020-06-11,10
Smart day food,Great Steak,2020-04-17,2020-06-15,10
Special holiday order,Hunam Garden,2020-01-20,2020-03-16,15
Special home order,Mc Donalds,2020-09-12,2020-09-26,8
White stay snack,Nathan's Famous,2019-11-10,2020-06-11,15
Smart grab item,Thunder Ridge Ampride,2020-02-02,2020-07-23,12
Chill day food,China King,2020-04-12,2020-06-25,18
Special vacay order,Penguin Point,2019-12-12,2020-07-13,15
Good grab meal,Tom's Grill,2020-05-04,2020-10-06,15
White home meal,Custard Hut & Pizza,2019-11-13,2020-07-30,10
Amazing vacay meal,Chick-fil-a Orange Avenue,2020-10-07,2020-10-07,15
White rest item,Mcdonalds,2020-07-17,2020-10-14,12
Good rest item,Great Steak,2020-04-01,2020-06-12,10
Good holiday snack,Burger's Landing,2020-10-10,2020-10-12,10
Blue holiday food,Blakes Lotaburger,2020-07-24,2020-09-03,10
Amazing rest item,South-A-Philly Steaks and Hoagies,2020-02-23,2020-07-23,10
Super quarantine order,Moe's Southwest Grill,2020-04-08,2020-10-20,2
Hot grab food,Subway Sandwiches and Salads,2020-02-24,2020-04-06,15
Super holiday order,Chicago Union Station Food Court,2020-04-19,2020-08-31,10
Hot day item,Home Town Buffet,2020-05-26,2020-08-30,10
Amazing day meal,Tommy's Sub Shop,2019-12-04,2020-07-23,12
Good rest meal,Wings N' More Wings,2020-06-08,2020-10-13,2
Amazing holiday meal,Custard Hut & Pizza,2020-03-08,2020-07-17,10
Perfect day food,Carls Jr,2020-05-10,2020-10-19,15
Crazy vacay order,Checkers Burgers and Fries,2020-05-31,2020-07-25,10
Cool rest item,Papagus Gyros,2020-04-25,2020-08-28,2
Crazy vacay order,Jack In The Box,2020-01-11,2020-02-27,2
Romantic home snack,Burger King,2020-02-29,2020-07-02,5
Blue day item,Car's Late Night Delivery,2019-11-19,2020-10-03,12
Smart home order,Back Yard Burgers,2020-02-18,2020-03-04,10
Perfect day meal,Tudor's Biscuit World,2020-02-28,2020-09-16,10
Hot grab order,Charcoal Delights,2020-04-25,2020-07-30,2
Super grab food,George's Gyros Spot,2019-11-26,2020-05-05,12
Blue vacay snack,Mc Donalds,2020-04-02,2020-09-20,15
Super home order,Burger's Landing,2020-05-17,2020-09-03,10
Amazing day order,Steak-out,2019-12-13,2020-10-19,5
Super holiday food,Mazatlan Mexican Restaurant,2020-02-22,2020-05-16,12
Good vacay food,Fatburger,2019-11-12,2020-05-19,10
Special stay order,South-A-Philly Steaks and Hoagies,2019-11-26,2020-06-07,15
Blue day item,Burger King Salou,2020-06-01,2020-08-05,5
Perfect vacay item,Kim Lee Fast Food,2019-11-16,2020-04-14,10
Special day meal,Tom & Jerry's,2019-12-05,2020-07-02,15
Hot vacay item,A&W,2019-11-12,2020-01-29,15
White vacay food,Spangles,2020-03-07,2020-07-21,5
Super day order,Kerby's Koney Island,2020-05-17,2020-09-23,15
Special vacay item,Mariu Kebabberia Gastronomica,2019-12-05,2020-06-04,2
